Signal ID,Location Name,Signal Type,Signal Status,ATD Location ID,COA Intersection ID,Control,Council District(s),Primary St,Cross St,Cross St Segment ID,Landmark,Primary Signal,Secondary Signal(s),Jurisdiction Label,Primary St Segment ID,Signal Eng. Area,Traffic Engineer Area,Turn On Date,Location,Cross St Block,Primary St Block,Signal PM Max Fiscal Year,Pedestrian Signal Type,Pedestrian Button Type,Bicycle Signal,Bus Stops,Source DB ID,IP Communication status,Comm Status Datetime,Owner,Detection status,Detection Status Date,Construction Note,Construction Note Date,Latitude,Longitude,Modified Date
876,2731 BLK S CAPITAL OF TEXAS HWY NB (Barton Creek Mall),TRAFFIC,TURNED_ON,LOC16-004315,5149533,PRIMARY,8, CAPITAL OF TEXAS HWY,  ,,Barton Creek Mall,,,AUSTIN FULL PURPOSE,3431116,SOUTHWEST,,,"(30.2537231, -97.8089066)",,2731,2019,COUNTDOWN,,False,,5817c0b8e052e0422be6cb01,ONLINE,10/23/50820 08:40:00 AM +0000,COA,NO DETECTION,11/04/51660 08:00:00 AM +0000,,,30.2537231,-97.8089066,09/28/51667 06:40:00 PM +0000
997,9700 BLK ANDERSON MILL RD (Bethany),TRAFFIC,TURNED_ON,LOC16-004875,,PRIMARY,6, ANDERSON MILL RD,  ,,Bethany,,,AUSTIN FULL PURPOSE,3194314,NORTHWEST,,,"(30.4469604, -97.7977066)",,9700,2017,COUNTDOWN,,False,,5817c0d7e052e0422be6cc44,ONLINE,05/25/50971 08:40:00 AM +0000,COA,OK,07/27/49459 08:00:00 AM +0000,,,30.4469604,-97.7977066,08/10/51029 11:20:00 AM +0000
1025, LAMAR BLVD / POWELL LN,TRAFFIC,DESIGN,LOC16-005400,5160924,PRIMARY,4, LAMAR BLVD, POWELL LN,2040117,,,,AUSTIN FULL PURPOSE,2011214,NORTHEAST,,,"(30.3508148, -97.70916083)",100,8200,,UNKNOWN,,False,,584719aa3f3dcd46311f78cf,NO COMMUNICATION,12/07/49853 10:00:00 PM +0000,COA,UNKNOWN,,Coordinating design with 2016 Bond Corridor consultant and TxDOT.,,30.3508148,-97.70916083,05/10/51681 04:40:00 PM +0000
1041, 7TH ST / WALLER ST (EASTERLY INTERSECTION),TRAFFIC,DESIGN,LOC18-012430,5158866,PRIMARY,"3,1", 7TH ST, WALLER ST,2018985,EASTERLY INTERSECTION,,,AUSTIN FULL PURPOSE,2018917,CENTRAL,,,"(30.265327, -97.730077)",600,1121,,,,False,930,5b5c438297428f168b0e87f8,NO COMMUNICATION,03/18/50093 08:40:00 AM +0000,COA,BROKEN,05/26/50089 12:00:00 AM +0000,Developer ordering poles for dual mast arms.,07/27/51496 08:00:00 AM +0000,30.265327,-97.730077,11/05/51497 07:20:00 AM +0000
327, 38TH ST / WEST AVE,TRAFFIC,TURNED_ON,LOC16-001600,5157054,PRIMARY,9, 38TH ST, WEST AVE,2016403,,,,AUSTIN FULL PURPOSE,2016353,CENTRAL,,01/11/30193,"(30.3044243, -97.7414322)",3700,800,2018,COUNTDOWN,,False,,5817c087e052e0422be6c676,ONLINE,10/09/49748 09:20:00 PM +0000,COA,OK,01/18/51075 12:00:00 AM +0000,,,30.3044243,-97.7414322,11/01/51645 09:20:00 AM +0000
4092, 5TH ST / WEST LYNN ST,PHB,DESIGN,LOC16-005835,5154124,PRIMARY,9, 5TH ST, WEST LYNN ST,2020979,,,,AUSTIN FULL PURPOSE,2020980,CENTRAL,,,"(30.2737122, -97.76332593)",500,1600,,COUNTDOWN,,False,4086,5cbe17eb97207363602741a1,NO COMMUNICATION,12/04/51277 04:40:00 PM +0000,COA,BROKEN,10/19/51274 08:00:00 AM +0000,Construction expected to begin in August 2019,07/27/51496 08:00:00 AM +0000,30.2737122,-97.76332593,11/14/51497 08:00:00 AM +0000
4079, MARTIN LUTHER KING JR BLVD / CLIFFORD AVE,PHB,CONSTRUCTION,LOC16-006375,5161260,PRIMARY,1, MARTIN LUTHER KING JR BLVD, CLIFFORD AVE,2017931,,,,AUSTIN FULL PURPOSE,2040969,NORTHEAST,,,"(30.2819475, -97.707715)",1600,2900,,,APS,False,"5786, 877",5b5c438697428f168b0e880c,NO COMMUNICATION,12/07/49853 10:00:00 PM +0000,COA,BROKEN,12/28/49842 12:00:00 AM +0000,Design Complete: Construction to begin Fall 2019,07/25/51611 08:00:00 AM +0000,30.2819475,-97.707715,03/03/51613 03:20:00 AM +0000
4064, PLEASANT VALLEY RD / VILLAGE SQUARE DR,PHB,TURNED_ON,LOC16-005985,5156887,PRIMARY,2, PLEASANT VALLEY RD, VILLAGE SQUARE DR,2023511,,,,AUSTIN FULL PURPOSE,2023508,SOUTHEAST,,02/25/49610,"(30.1886943, -97.7455575)",4901,5800,2018,,APS,False,"1213, 1220",5921fddec4fedf39615f8a97,ONLINE,09/28/51206 04:40:00 PM +0000,COA,NO DETECTION,,The PHB was turned on on 08/22/2017.,,30.1886943,-97.7455575,05/19/50249 10:40:00 PM +0000
4078, 1ST ST / KING EDWARD PL,PHB,TURNED_ON,LOC16-006115,5151632,PRIMARY,2, 1ST ST, KING EDWARD PL,2025332,,,,AUSTIN FULL PURPOSE,2025331,SOUTHWEST,,12/24/50384,"(30.198471, -97.7869807)",701,6402,2019,COUNTDOWN,APS,False,"1683, 4396",592202735c85fb37a738799a,NO COMMUNICATION,12/07/49853 10:00:00 PM +0000,COA,NO DETECTION,,,10/07/50376 08:00:00 AM +0000,30.198471,-97.7869807,05/26/51029 06:40:00 PM +0000
4066, FAR WEST BLVD / NORTHLEDGE DR,PHB,TURNED_ON,LOC16-005520,5153984,PRIMARY,10, FAR WEST BLVD, NORTHLEDGE DR,2040036,,,,AUSTIN FULL PURPOSE,2013132,NORTHWEST,,06/01/49607,"(30.3576298, -97.76214922)",7000,3920,2019,COUNTDOWN,APS,False,,5921ff56d26f0437addd6ea5,OFFLINE,01/12/51538 09:20:00 AM +0000,COA,NO DETECTION,,The PHB was turned on on 08/21/2017.,,30.3576298,-97.76214922,09/28/51655 10:40:00 AM +0000
4072, ANDERSON LN / HARDY DR,PHB,TURNED_ON,LOC16-005385,5158960,PRIMARY,7, ANDERSON LN, HARDY DR,2011180,,,,AUSTIN FULL PURPOSE,2011122,NORTHWEST,,08/01/50305,"(30.3542718, -97.7269814)",7800,1914,2019,COUNTDOWN,APS,False,"954, 1080",592201c2ae162337a9f8d25b,NO COMMUNICATION,12/07/49853 10:00:00 PM +0000,COA,NO DETECTION,,,07/06/50264 08:00:00 AM +0000,30.3542718,-97.7269814,09/28/51655 10:40:00 AM +0000
4076, 12TH ST / LUNA ST (Givens Park),PHB,TURNED_ON,LOC16-005775,5163091,PRIMARY,1, 12TH ST, LUNA ST,2017942,Givens Park,,,AUSTIN FULL PURPOSE,2017952,NORTHEAST,,03/01/50456,"(30.27838, -97.69081)",1200,3900,2018,COUNTDOWN,APS,False,4668,592202641a629e41a5356a67,NO COMMUNICATION,12/07/49853 10:00:00 PM +0000,COA,NO DETECTION,,,06/05/50453 08:00:00 AM +0000,30.27838,-97.69081,05/21/51670 06:00:00 PM +0000
4065, 1ST ST / MAIRO ST,PHB,TURNED_ON,LOC16-006145,5150968,PRIMARY,2, 1ST ST, MAIRO ST,2025886,,,,AUSTIN FULL PURPOSE,2025885,SOUTHWEST,,06/24/50015,"(30.1811607, -97.7947428)",619,8002,2018,,APS,False,"2629, 2636",5921ff2a1a629e41a53567b7,NO COMMUNICATION,12/07/49853 10:00:00 PM +0000,COA,NO DETECTION,,The PHB is under construction (9/26).,,30.1811607,-97.7947428,07/12/51670 03:20:00 AM +0000
4077, 1ST ST / MONROE ST,TRAFFIC,CONSTRUCTION,LOC16-006255,5155252,PRIMARY,9, 1ST ST, MONROE ST,2036111,,,,AUSTIN FULL PURPOSE,2034207,SOUTHWEST,,,"(30.2494746, -97.7551449)",401,1528,,COUNTDOWN,APS,False,5928,5922026c1a629e41a5356a72,NO COMMUNICATION,12/07/49853 10:00:00 PM +0000,COA,NO DETECTION,,"Construction on hold due to on-site building construction, expect to re-start signal construction in January 2020.",04/09/51677 08:00:00 AM +0000,30.2494746,-97.7551449,04/13/51678 02:00:00 AM +0000
23, GUADALUPE ST / MARTIN LUTHER KING JR BLVD,TRAFFIC,TURNED_ON,LOC16-000110,5157068,PRIMARY,9, GUADALUPE ST, MARTIN LUTHER KING JR BLVD,2017777,,,,AUSTIN FULL PURPOSE,2017776,CENTRAL,,01/01/68029,"(30.2817326, -97.7419281)",401,1900,2019,COUNTDOWN,APS,False,,5817c07ae052e0422be6c422,ONLINE,10/13/51310 04:40:00 PM +0000,COA,NO DETECTION,,,,30.2817326,-97.7419281,08/22/51585 11:20:00 PM +0000
26, MARTIN LUTHER KING JR BLVD / SAN JACINTO BLVD,TRAFFIC,TURNED_ON,LOC16-000125,5158015,PRIMARY,"1,9", MARTIN LUTHER KING JR BLVD, SAN JACINTO BLVD,2017890,,,,AUSTIN FULL PURPOSE,2017891,CENTRAL,,02/01/51606,"(30.2799759, -97.7357101)",1904,200,2017,COUNTDOWN,APS,False,,5817c07ae052e0422be6c428,ONLINE,12/11/49941 08:40:00 AM +0000,COA,OK,03/27/51146 12:00:00 AM +0000,,,30.2799759,-97.7357101,09/03/51607 12:00:00 PM +0000
24, LAVACA ST / MARTIN LUTHER KING JR BLVD,TRAFFIC,TURNED_ON,LOC16-000115,5157273,PRIMARY,9, LAVACA ST, MARTIN LUTHER KING JR BLVD,2017810,,,,AUSTIN FULL PURPOSE,2017875,CENTRAL,,09/08/1970,"(30.2813282, -97.740509)",301,1800,2019,COUNTDOWN,,False,,5817c07ae052e0422be6c424,ONLINE,05/11/51576 04:40:00 PM +0000,COA,OK,03/28/49421 08:00:00 AM +0000,,,30.2813282,-97.740509,05/13/51610 08:00:00 PM +0000
27, MARTIN LUTHER KING JR BLVD / TRINITY ST,TRAFFIC,TURNED_ON,LOC16-000130,5158219,PRIMARY,1, MARTIN LUTHER KING JR BLVD, TRINITY ST,2017911,,,,AUSTIN FULL PURPOSE,2017912,CENTRAL,,07/26/4829,"(30.2796383, -97.7345123)",1900,312,2017,COUNTDOWN,APS,False,,5817c07ae052e0422be6c42a,ONLINE,10/07/49748 02:40:00 AM +0000,COA,OK,01/21/47198 08:00:00 AM +0000,,,30.2796383,-97.7345123,06/23/51670 09:20:00 AM +0000
109, 35TH ST / KERBEY LN,TRAFFIC,TURNED_ON,LOC16-000540,5155597,PRIMARY,10, 35TH ST, KERBEY LN,2016197,,,,AUSTIN FULL PURPOSE,2016198,CENTRAL,,10/22/14055,"(30.3071957, -97.7507782)",3500,1600,2019,WALK/DONT WALK,,False,,5817c07de052e0422be6c4ce,ONLINE,04/13/51650 04:40:00 PM +0000,COA,OK,12/24/51033 12:00:00 AM +0000,,,30.3071957,-97.7507782,09/22/51678 02:00:00 PM +0000
22, 24TH ST / NUECES ST,TRAFFIC,TURNED_ON,LOC16-000105,5156836,SECONDARY,9, 24TH ST, NUECES ST,2017377,,32:  24TH ST / NUECES ST,,AUSTIN FULL PURPOSE,2017380,CENTRAL,,02/04/9368,"(30.2878284, -97.7431412)",2400,511,2019,COUNTDOWN,,False,,5817c07ae052e0422be6c420,NO COMMUNICATION,12/07/49853 10:00:00 PM +0000,COA,NO DETECTION,03/28/49421 08:00:00 AM +0000,,,30.2878284,-97.7431412,10/25/50965 04:00:00 AM +0000
30, 24TH ST / SAN GABRIEL ST,TRAFFIC,TURNED_ON,LOC16-000145,5156111,PRIMARY,9, 24TH ST, SAN GABRIEL ST,2017357,,,,AUSTIN FULL PURPOSE,2017358,CENTRAL,,10/18/2064,"(30.2881622, -97.7478333)",2400,1000,2018,COUNTDOWN,APS,False,,5817c07ae052e0422be6c430,ONLINE,09/08/50256 04:40:00 PM +0000,COA,UNKNOWN,04/22/50111 12:00:00 AM +0000,,,30.2881622,-97.7478333,11/12/51333 10:40:00 PM +0000
41, DEAN KEETON ST / GUADALUPE ST,TRAFFIC,TURNED_ON,LOC16-000200,5157120,SECONDARY,9, DEAN KEETON ST, GUADALUPE ST,2017247,,42:  GUADALUPE ST / 26TH ST,,AUSTIN FULL PURPOSE,2017249,CENTRAL,,03/10/2997,"(30.289814, -97.7413559)",2520,300,2018,COUNTDOWN,,False,,5817c07ae052e0422be6c446,NO COMMUNICATION,12/07/49853 10:00:00 PM +0000,COA,NO DETECTION,03/28/49421 08:00:00 AM +0000,,,30.289814,-97.7413559,04/01/51084 02:40:00 AM +0000
53, DEAN KEETON ST / WICHITA ST,TRAFFIC,TURNED_ON,LOC16-000260,5157607,PRIMARY,9, DEAN KEETON ST, WICHITA ST,2017256,,,,AUSTIN FULL PURPOSE,2017257,CENTRAL,,12/04/17198,"(30.2895603, -97.7379913)",2600,100,2018,COUNTDOWN,APS,False,,5817c07be052e0422be6c45e,ONLINE,10/07/49748 02:40:00 AM +0000,COA,NO DETECTION,03/28/49421 08:00:00 AM +0000,,,30.2895603,-97.7379913,09/16/51314 05:20:00 PM +0000
57, 32ND ST / DUVAL ST,TRAFFIC,TURNED_ON,LOC16-000280,5158416,PRIMARY,9, 32ND ST, DUVAL ST,2017009,,,,AUSTIN FULL PURPOSE,2017024,CENTRAL,,04/29/0462,"(30.293849, -97.732887)",3114,500,2019,WALK/DONT WALK,,False,,5817c07be052e0422be6c466,ONLINE,10/07/49748 02:40:00 AM +0000,COA,OK,03/28/49421 08:00:00 AM +0000,,,30.293849,-97.732887,01/27/51383 08:40:00 PM +0000
38, GUADALUPE ST / 22ND ST,TRAFFIC,TURNED_ON,LOC16-000185,5157071,PRIMARY,9, GUADALUPE ST, 22ND ST,2017558,,,,AUSTIN FULL PURPOSE,2017636,CENTRAL,,04/28/2321,"(30.2849979, -97.7418137)",401,2100,2018,COUNTDOWN,APS,False,,5817c07ae052e0422be6c440,ONLINE,01/03/51486 04:40:00 PM +0000,COA,NO DETECTION,03/28/49421 08:00:00 AM +0000,,,30.2849979,-97.7418137,09/09/51514 04:40:00 PM +0000
32, 24TH ST / NUECES ST,TRAFFIC,TURNED_ON,LOC16-000155,5156755,PRIMARY,9, 24TH ST, NUECES ST,2017467,,,22:  24TH ST / NUECES ST,AUSTIN FULL PURPOSE,2017380,CENTRAL,,02/04/9368,"(30.2878265, -97.74366)",2300,511,2019,COUNTDOWN,APS,False,,5817c07ae052e0422be6c434,ONLINE,09/08/50256 04:40:00 PM +0000,COA,OK,03/28/49421 08:00:00 AM +0000,,,30.2878265,-97.74366,12/31/51527 07:20:00 PM +0000
29, DENSON DR / GUADALUPE ST,TRAFFIC,TURNED_ON,LOC16-000140,5159753,PRIMARY,4, DENSON DR, GUADALUPE ST,2012063,,,,AUSTIN FULL PURPOSE,2012064,NORTHEAST,,06/19/16963,"(30.3288956, -97.7204285)",6200,600,2017,UNKNOWN,APS,True,,5817c07ae052e0422be6c42e,ONLINE,09/20/51124 08:40:00 AM +0000,COA,OK,01/05/51283 08:00:00 AM +0000,,,30.3288956,-97.7204285,06/26/51531 05:20:00 PM +0000
61, 45TH ST / SPEEDWAY ,TRAFFIC,TURNED_ON,LOC16-000300,5158939,PRIMARY,9, 45TH ST, SPEEDWAY ,2016138,,,,AUSTIN FULL PURPOSE,2016057,CENTRAL,,02/03/8588,"(30.3086319, -97.7283936)",4400,100,2017,WALK/DONT WALK,,False,,5817c07be052e0422be6c46e,ONLINE,01/09/50197 12:40:00 AM +0000,COA,OK,07/28/50420 08:00:00 AM +0000,,,30.3086319,-97.7283936,09/08/51563 12:40:00 PM +0000
36, MARTIN LUTHER KING JR BLVD / 35 SVRD,TRAFFIC,TURNED_ON,LOC16-000175,5158954,SECONDARY,1, MARTIN LUTHER KING JR BLVD,IH 35 SVRD,2017995,,35:  MARTIN LUTHER KING JR BLVD / 35 SVRD,,AUSTIN FULL PURPOSE,2017994,CENTRAL,,09/12/8790,"(30.2785091, -97.7290802)",1900,900,2019,COUNTDOWN,APS,False,,5817c07ae052e0422be6c43c,NO COMMUNICATION,12/07/49853 10:00:00 PM +0000,TxDOT,BROKEN,09/12/51411 08:00:00 AM +0000,,,30.2785091,-97.7290802,01/05/51585 02:40:00 AM +0000
58, 38TH ST / SPEEDWAY ,TRAFFIC,TURNED_ON,LOC16-000285,5158290,PRIMARY,9, 38TH ST, SPEEDWAY ,2016610,,,,AUSTIN FULL PURPOSE,2016611,CENTRAL,,08/05/2701,"(30.3005295, -97.733551)",3800,100,2019,WALK/DONT WALK,,False,,5817c07be052e0422be6c468,ONLINE,10/07/49748 02:40:00 AM +0000,COA,BROKEN,04/23/51072 12:00:00 AM +0000,,,30.3005295,-97.733551,01/21/51585 02:00:00 AM +0000
60, 45TH ST / DUVAL ST,TRAFFIC,TURNED_ON,LOC16-000295,5159359,PRIMARY,9, 45TH ST, DUVAL ST,2016164,,,,AUSTIN FULL PURPOSE,2016185,CENTRAL,,02/28/13075,"(30.3069954, -97.7245865)",4500,400,2017,WALK/DONT WALK,,False,,5817c07be052e0422be6c46c,ONLINE,01/09/50197 12:40:00 AM +0000,COA,OK,07/11/50431 08:00:00 AM +0000,,,30.3069954,-97.7245865,02/11/51613 04:40:00 PM +0000
65, DEAN KEETON ST / MEDICAL ARTS ST,TRAFFIC,TURNED_ON,LOC16-000320,5158913,PRIMARY,"1,9", DEAN KEETON ST, MEDICAL ARTS ST,2017262,,,,AUSTIN FULL PURPOSE,2017316,CENTRAL,,11/19/3314,"(30.2883301, -97.7291336)",2900,818,2019,COUNTDOWN,,False,,5817c07ce052e0422be6c476,ONLINE,10/07/49748 02:40:00 AM +0000,COA,OK,03/28/49421 08:00:00 AM +0000,,,30.2883301,-97.7291336,05/17/51623 05:20:00 AM +0000
37, GUADALUPE ST / 21ST ST,TRAFFIC,TURNED_ON,LOC16-000180,5157063,PRIMARY,9, GUADALUPE ST, 21ST ST,2017637,,,,AUSTIN FULL PURPOSE,2017636,CENTRAL,,,"(30.2837963, -97.7419052)",401,2100,2018,COUNTDOWN,APS,False,,5817c07ae052e0422be6c43e,ONLINE,10/13/51310 04:40:00 PM +0000,COA,NO DETECTION,03/28/49421 08:00:00 AM +0000,,,30.2837963,-97.7419052,06/25/51623 07:20:00 PM +0000
62, DEAN KEETON ST / UNIVERSITY AVE,TRAFFIC,TURNED_ON,LOC16-000305,5157439,PRIMARY,9, DEAN KEETON ST, UNIVERSITY AVE,2017252,,,,AUSTIN FULL PURPOSE,2017253,CENTRAL,,08/27/10441,"(30.2896271, -97.7390747)",2600,200,2018,COUNTDOWN,APS,False,,5817c07be052e0422be6c470,ONLINE,10/07/49748 02:40:00 AM +0000,COA,BROKEN,01/18/51075 12:00:00 AM +0000,,,30.2896271,-97.7390747,08/14/51645 05:20:00 AM +0000
54, DEAN KEETON ST / SAN JACINTO BLVD,TRAFFIC,TURNED_ON,LOC16-000265,5158159,PRIMARY,9, DEAN KEETON ST, SAN JACINTO BLVD,2017266,,,,AUSTIN FULL PURPOSE,2017278,CENTRAL,,11/19/3314,"(30.2893162, -97.7346115)",2600,400,2018,COUNTDOWN,,False,,5817c07be052e0422be6c460,ONLINE,12/23/50839 08:40:00 AM +0000,COA,OK,03/28/49421 08:00:00 AM +0000,,,30.2893162,-97.7346115,04/21/51667 08:40:00 AM +0000
70, DEAN KEETON ST / RED RIVER ST,TRAFFIC,TURNED_ON,LOC16-000345,5159198,PRIMARY,"1,9", DEAN KEETON ST, RED RIVER ST,2046317,,,,AUSTIN FULL PURPOSE,2017415,CENTRAL,,03/04/13237,"(30.2871666, -97.7267456)",2200,928,2017,COUNTDOWN,APS,False,,5817c07ce052e0422be6c480,ONLINE,10/07/49748 02:40:00 AM +0000,COA,NO DETECTION,,,,30.2871666,-97.7267456,04/06/51114 10:00:00 PM +0000
74, BURNET RD / ROCKWOOD LN,TRAFFIC,TURNED_ON,LOC16-000365,5158827,PRIMARY,7, BURNET RD, ROCKWOOD LN,2010560,,,,AUSTIN FULL PURPOSE,2010559,NORTHWEST,,05/06/22228,"(30.3682861, -97.7275848)",8608,8612,2018,WALK/DONT WALK,,False,,5817c07ce052e0422be6c488,ONLINE,11/24/51340 04:40:00 PM +0000,COA,OK,09/06/51244 08:00:00 AM +0000,,,30.3682861,-97.7275848,08/07/51262 06:40:00 PM +0000
77, BURNET RD / STECK AVE,TRAFFIC,TURNED_ON,LOC16-000380,5158619,SECONDARY,7, BURNET RD, STECK AVE,2010804,,92:  BURNET RD / OHLEN RD,,AUSTIN FULL PURPOSE,2010803,NORTHWEST,,12/29/1704,"(30.3618469, -97.7293396)",2501,8224,2019,WALK/DONT WALK,,False,,5817c07ce052e0422be6c48e,NO COMMUNICATION,12/07/49853 10:00:00 PM +0000,COA,BROKEN,04/06/51083 12:00:00 AM +0000,,,30.3618469,-97.7293396,06/16/51417 12:00:00 PM +0000
72, 38TH HALF ST / 35 SVRD,TRAFFIC,TURNED_ON,LOC16-000355,5159970,SECONDARY,9, 38TH HALF ST,IH 35 SVRD,2017051,,64:  38TH HALF ST / 35 SVRD,,AUSTIN FULL PURPOSE,2016967,CENTRAL,,05/26/11690,"(30.2947578, -97.7193832)",3500,1100,2019,WALK/DONT WALK,,False,,5817c07ce052e0422be6c484,NO COMMUNICATION,12/07/49853 10:00:00 PM +0000,TxDOT,UNKNOWN,01/18/51075 12:00:00 AM +0000,,,30.2947578,-97.7193832,01/03/51547 04:00:00 AM +0000
68, RED RIVER ST / 38TH HALF ST,TRAFFIC,TURNED_ON,LOC16-000335,5159542,PRIMARY,9, RED RIVER ST, 38TH HALF ST,2016857,,,,AUSTIN FULL PURPOSE,2016824,CENTRAL,,06/30/10165,"(30.2965431, -97.7231445)",800,3808,2018,COUNTDOWN,APS,False,,5b5c434d97428f168b0e8668,ONLINE,10/07/49748 02:40:00 AM +0000,COA,OK,08/02/51266 08:00:00 AM +0000,,,30.2965431,-97.7231445,03/19/51550 12:00:00 AM +0000
76, MARTIN LUTHER KING JR BLVD / BRAZOS ST,TRAFFIC,TURNED_ON,LOC16-000375,5157838,PRIMARY,"1,9", MARTIN LUTHER KING JR BLVD, BRAZOS ST,2017944,,,,AUSTIN FULL PURPOSE,2017874,CENTRAL,,06/03/37010,"(30.2802944, -97.7367706)",1800,100,2018,COUNTDOWN,,False,,5817c07ce052e0422be6c48c,ONLINE,05/11/51576 04:40:00 PM +0000,COA,OK,11/01/51066 12:00:00 AM +0000,,,30.2802944,-97.7367706,09/06/51607 06:40:00 AM +0000
75,US 290 HWY / HUDSON LOOP,TRAFFIC,TURNED_ON,LOC16-000370,5143677,PRIMARY,8,US 290 HWY, HUDSON LOOP,2041562,,,,AUSTIN 2 MILE ETJ,2026805,SOUTHWEST,,02/23/50404,"(30.2295156, -97.89159663)",7701,7914,2018,COUNTDOWN,APS,False,,5817c07ce052e0422be6c48a,ONLINE,07/21/49777 04:40:00 PM +0000,COA,OK,05/19/51113 12:00:00 AM +0000,,,30.2295156,-97.89159663,11/14/51612 02:40:00 AM +0000
92, BURNET RD / OHLEN RD,TRAFFIC,TURNED_ON,LOC16-000455,5158652,PRIMARY,7, BURNET RD, OHLEN RD,2010771,,,77:  BURNET RD / STECK AVE,AUSTIN FULL PURPOSE,2010761,NORTHWEST,,08/16/5354,"(30.3629112, -97.7290573)",2301,8300,2019,WALK/DONT WALK,,False,,5817c07de052e0422be6c4ac,ONLINE,11/30/51507 04:40:00 PM +0000,COA,OK,03/01/51532 08:00:00 AM +0000,,,30.3629112,-97.7290573,09/28/51655 10:40:00 AM +0000
85, BURNET RD / NORTHLAND DR,TRAFFIC,TURNED_ON,LOC16-000420,5157143,PRIMARY,7, BURNET RD, NORTHLAND DR,2011931,,,,AUSTIN FULL PURPOSE,2011930,NORTHWEST,,12/13/11789,"(30.3324718, -97.7400665)",2101,5700,2019,WALK/DONT WALK,,False,,5817c07ce052e0422be6c49e,ONLINE,10/21/51644 04:40:00 PM +0000,COA,OK,03/28/49421 08:00:00 AM +0000,,,30.3324718,-97.7400665,06/20/51678 08:00:00 PM +0000
91, BURNET RD / NORTHCROSS DR,TRAFFIC,TURNED_ON,LOC16-000450,5158100,PRIMARY,7, BURNET RD, NORTHCROSS DR,3300737,,,,AUSTIN FULL PURPOSE,2011183,NORTHWEST,,08/16/5354,"(30.3522167, -97.7332458)",7601,7600,2019,WALK/DONT WALK,,False,,5817c07de052e0422be6c4aa,ONLINE,12/16/51496 04:40:00 PM +0000,COA,OK,03/28/49421 08:00:00 AM +0000,,,30.3522167,-97.7332458,06/23/51678 02:40:00 PM +0000
71, RED RIVER ST / CLYDE LITTLEFIELD DR,TRAFFIC,TURNED_ON,LOC16-000350,5159062,PRIMARY,1, RED RIVER ST, CLYDE LITTLEFIELD DR,2036519,,,,AUSTIN FULL PURPOSE,2017866,CENTRAL,,01/04/16361,"(30.2832279, -97.7279663)",700,2000,2019,COUNTDOWN,,False,,5b5c434e97428f168b0e866b,ONLINE,10/07/49748 02:40:00 AM +0000,COA,OK,03/08/51584 08:00:00 AM +0000,,,30.2832279,-97.7279663,07/18/51689 04:00:00 PM +0000
69, 45TH ST / RED RIVER ST,TRAFFIC,TURNED_ON,LOC16-000340,5159912,PRIMARY,9, 45TH ST, RED RIVER ST,2016296,,,,AUSTIN FULL PURPOSE,2016297,CENTRAL,,05/22/9056,"(30.3048534, -97.7196121)",4500,800,2017,WALK/DONT WALK,,False,,5817c07ce052e0422be6c47e,ONLINE,01/09/50197 12:40:00 AM +0000,COA,OK,07/10/51080 12:00:00 AM +0000,,,30.3048534,-97.7196121,11/13/51697 10:40:00 PM +0000
83, BURNET RD / ROMERIA DR,TRAFFIC,TURNED_ON,LOC16-000410,5157209,PRIMARY,7, BURNET RD, ROMERIA DR,2011727,,,,AUSTIN FULL PURPOSE,2011719,NORTHWEST,,11/03/14494,"(30.3369274, -97.7394638)",2101,6200,2019,WALK/DONT WALK,,False,,5817c07ce052e0422be6c49a,ONLINE,10/21/51644 04:40:00 PM +0000,COA,OK,10/26/48610 08:00:00 AM +0000,,,30.3369274,-97.7394638,11/14/51697 03:20:00 PM +0000
104, LAMAR BLVD / PARKWAY ,TRAFFIC,TURNED_ON,LOC16-000515,5155653,SECONDARY,9, LAMAR BLVD, PARKWAY ,2018114,,116:  LAMAR BLVD / 12TH ST,,AUSTIN FULL PURPOSE,2018139,CENTRAL,,,"(30.277359, -97.7511673)",1200,1200,2018,COUNTDOWN,,False,,5817c07de052e0422be6c4c4,NO COMMUNICATION,12/07/49853 10:00:00 PM +0000,COA,OK,03/29/46590 08:00:00 AM +0000,,,30.277359,-97.7511673,11/20/50744 02:40:00 AM +0000
129, BARTON SPRINGS RD / KINNEY AVE,TRAFFIC,TURNED_ON,LOC16-000640,5154418,PRIMARY,5, BARTON SPRINGS RD, KINNEY AVE,2021189,,,,AUSTIN FULL PURPOSE,2021180,SOUTHWEST,,12/16/14983,"(30.261982, -97.761467)",501,1501,2018,UNKNOWN,APS,False,,5817c07ee052e0422be6c4f6,ONLINE,10/07/49748 07:20:00 PM +0000,COA,OK,05/29/51050 12:00:00 AM +0000,,,30.261982,-97.761467,08/11/51492 12:00:00 PM +0000
112, 38TH ST / BULL CREEK RD,TRAFFIC,TURNED_ON,LOC16-000555,5155612,PRIMARY,10, 38TH ST, BULL CREEK RD,2016048,,,,AUSTIN FULL PURPOSE,2016079,CENTRAL,,01/30/4719,"(30.309185, -97.7506638)",3600,1600,2018,WALK/DONT WALK,,False,,5817c07ee052e0422be6c4d4,ONLINE,03/30/51546 04:40:00 PM +0000,COA,OK,12/23/49423 08:00:00 AM +0000,,,30.309185,-97.7506638,05/28/51571 11:20:00 PM +0000
